step,x,y,yaw,v_cmd,w_cmd,lidar_min,path_len_left,motor_current,maintenance_alert,ai_action,path_blocked
33,3.9878337045427847,3.0698156711400775,1.8544070676143853,0.8233239183541663,1.8,3.0000000000000004,54,4.022011259026665,0,seguir,0
34,3.948055009324409,3.206292865256056,2.124407067614385,0.9477076226827428,1.8,3.2000000000000006,54,4.062255006446183,0,seguir,0
35,3.8641796409994544,3.3419950220733448,2.3944070676143845,1.0635402677746884,1.8,3.600000000000001,54,4.102639447812887,0,seguir,0
36,3.7351804154781183,3.4614938710790515,2.664407067614384,1.1722869405813068,1.8,3.2000000000000006,54,4.174812123579677,0,seguir,0
37,3.565278112950238,3.549339961840159,2.9344070676143836,1.2751248839280889,1.8,3.0000000000000004,54,4.259806768494421,0,seguir,0
38,3.363747329893085,3.5917021210980025,-3.078778239565203,1.372899754479405,1.8,3.0000000000000004,54,4.427432388837668,0,seguir,0
39,3.1442646981577065,3.577897287068667,-2.808778239565203,1.466108970878969,1.8,3.400000000000001,54,4.509070459834962,0,seguir,0
40,2.923836226521259,3.501701221683144,-2.5465589072897092,1.554842635670389,1.7481288818366258,4.000000000000001,54,4.3618166546705,0,seguir,0
41,2.8741484515249747,3.4680690196155037,-2.276558907289709,0.4,1.8,3.800000000000001,54,3.661362914487932,0,seguir,0
42,2.8217861711243275,3.4066244574276996,-2.006558907289709,0.5381962727979841,1.8,3.600000000000001,54,3.7220305697991583,0,seguir,0
43,2.7782759140704476,3.3131774477227856,-1.7365589072897092,0.6871999900299133,1.8,4.000000000000001,54,3.768908015827087,0,seguir,0
44,2.757840208849994,3.191025698012926,-1.4665589072897092,0.825662508535822,1.8,4.000000000000001,54,3.8782750195218005,0,seguir,0
45,2.7727392027577427,3.0486104935959664,-1.1965589072897092,0.9546161641341058,1.8,3.800000000000001,54,3.9751940647285444,0,seguir,0
46,2.831714550558033,2.8984489841241694,-0.9265589072897091,1.0755168385481517,1.8,3.800000000000001,54,4.142590319979524,0,seguir,0
47,2.9389034264120606,2.7557495022186815,-0.6565589072897091,1.189819729444476,1.8,4.000000000000001,54,4.1926284015724615,0,seguir,0
48,3.093220546417266,2.6368318374504818,-0.3865589072897091,1.2988060247032513,1.8,3.800000000000001,54,4.309339888118141,0,seguir,0
49,3.288218189180537,2.5574603752011082,-0.11655890728970908,1.4035496223319879,1.8,3.800000000000001,54,4.277181174179232,0,seguir,0
50,3.5124288357985387,2.531207629658104,0.15344109271029094,1.5049491789929232,1.8,3.600000000000001,54,4.39415518036318,0,seguir,0
51,3.750171524934399,2.5679761429731167,0.3868255448793718,1.6037942484959655,1.5558963477938725,3.600000000000001,54,4.455698517467651,0,seguir,0
52,3.805738202254279,2.5906111683017605,0.6568255448793718,0.4,1.8,3.600000000000001,54,3.617077575079998,0,seguir,0
53,3.8532542758375365,2.6272475266255686,0.9268255448793719,0.4,1.8,3.800000000000001,54,3.545109369600384,0,seguir,0
54,3.90101558274764,2.6908669964922587,1.1968255448793723,0.5303491254250372,1.8,3.600000000000001,54,3.799095696133549,0,seguir,0
55,3.938043349166285,2.785220070164772,1.466825544879372,0.6757237435982402,1.8,3.400000000000001,54,3.9002678483929936,0,seguir,0
56,3.9506399958514704,2.9059388347451134,1.7368255448793715,0.8091613114691387,1.8,3.600000000000001,54,3.924063631966055,0,seguir,0
57,3.927535785985987,3.0438153144612246,2.006825544879371,0.931992564882492,1.8,3.600000000000001,54,4.133842602887406,0,seguir,0
58,3.861278213342783,3.1860176498412796,2.2768255448793706,1.0458716751561017,1.8,3.2000000000000006,54,4.072058337163256,0,seguir,0
59,3.7491337842980315,3.317542570635639,2.54682554487937,1.152295829217787,1.8,3.0000000000000004,54,4.257869738273565,0,seguir,0
60,3.5935303824498352,3.4228054761573063,2.8168255448793698,1.2524233921232628,1.8,3.2000000000000006,54,4.223596886997936,0,seguir,0
61,3.4020394448941484,3.4872782619917637,3.0868255448793693,1.3470217234775859,1.8,3.600000000000001,54,4.2582464365216435,0,seguir,0
62,3.1868977334405297,3.4990727461173097,-2.9263597623002173,1.4364317806902234,1.8,3.600000000000001,54,4.405159650068031,0,seguir,0
63,2.9640903407708974,3.450362767079004,-2.6563597623002173,1.5204647869232029,1.8,3.600000000000001,54,4.380321123131661,0,seguir,0
64,2.9110163598157888,3.4223779042854012,-2.3863597623002173,0.4,1.8,3.600000000000001,54,3.7360939605129055,0,seguir,0
65,2.861899175888543,3.3761380637417693,-2.1163597623002173,0.4497219195331643,1.8,4.000000000000001,54,3.6890895180361296,0,seguir,0
66,2.8148371829193386,3.2986081817872708,-1.8463597623002173,0.604638138912188,1.8,4.000000000000001,54,3.682213292197036,0,seguir,0
67,2.7842741562569624,3.1905188100283106,-1.5763597623002172,0.7488483272039006,1.8,3.800000000000001,54,3.923705358185141,0,seguir,0
68,2.7835374107642306,3.0580938199644456,-1.3063597623002172,0.8828469299144499,1.8,3.800000000000001,54,3.949258549654974,0,seguir,0
69,2.8230531370575114,2.9121596308506223,-1.0363597623002172,1.0079303365873522,1.8,4.000000000000001,54,4.137387821671292,0,seguir,0
70,2.909052210757612,2.766864471645595,-0.7663597623002172,1.125591675829789,1.8,4.000000000000001,54,4.133752656113271,0,seguir,0
71,3.0427535971102184,2.638159486720837,-0.49635976230021717,1.2372197120441966,1.8,3.800000000000001,54,4.143163547155464,0,seguir,0
72,3.2200247334176892,2.5421520635164008,-0.22635976230021715,1.3439986950737306,1.8,3.800000000000001,54,4.311931148791479,0,seguir,0
73,3.431524456808324,2.4934422372074,0.04364023769978287,1.4469090453387263,1.8,3.600000000000001,54,4.597909707217757,0,seguir,0
74,3.6633195028552765,2.503564254624511,0.3106129984504622,1.5467729648601538,1.7798184050045296,3.600000000000001,54,4.485574283997815,0,seguir,0
75,3.897890441314851,2.5788623553016627,0.5212561519747858,1.6424010761401477,1.4042876901621593,3.600000000000001,54,4.366491561109379,0,seguir,0
76,3.949922101606962,2.6087405468005875,0.7912561519747858,0.4,1.8,3.600000000000001,54,3.8424202419962286,0,seguir,0
77,3.9980118127326567,2.657397002348378,1.0612561519747858,0.45607362868665957,1.8,3.400000000000001,54,3.714186469978576,0,seguir,0
78,4.042568029833224,2.7371389342883403,1.3312561519747863,0.6089711612157567,1.8,3.800000000000001,54,3.7836433711348825,0,seguir,0
79,4.069273441508444,2.8464845421819516,1.6012561519747859,0.7503966648340459,1.8,3.400000000000001,54,3.8349781245029253,0,seguir,0
80,4.065248571039817,2.97858069205532,1.8712561519747855,0.8810496869241748,1.8,3.0000000000000004,54,3.9863698988933187,0,seguir,0
81,4.020749157427254,3.1222012463652833,2.141256151974785,1.0023763194897966,1.8,3.2000000000000006,54,4.0550491559977315,0,seguir,0
82,3.93035585680669,3.26308472133734,2.4112561519747846,1.1159271644348623,1.8,3.600000000000001,54,4.136447443118831,0,seguir,0
83,3.793688336270014,3.385473726359772,2.681256151974784,1.2230577295364382,1.8,3.2000000000000006,54,4.250983389580339,0,seguir,0
84,3.615650436884665,3.473757013039091,2.9512561519747837,1.3248300909835864,1.8,3.0000000000000004,54,4.2922607750195665,0,seguir,0
85,3.4062032186796936,3.5141109588940274,-3.061929155204803,1.4219951267280786,1.8,3.0000000000000004,54,4.414813212816358,0,seguir,0
86,3.179676994563542,3.496026815573145,-2.791929155204803,1.5149795224427767,1.8,3.400000000000001,54,4.417339524013854,0,seguir,0
87,2.9536621463933836,3.413611133439892,-2.558557324850883,1.6038156759548845,1.5558122023594656,4.000000000000001,54,4.371587333448125,0,seguir,0
88,2.903574424408783,3.3805775125909245,-2.288557324850883,0.4,1.8,3.800000000000001,54,3.7099580216179597,0,seguir,0
89,2.854688465018218,3.324587181215016,-2.018557324850883,0.49552460340845994,1.8,3.800000000000001,54,3.6139013058965728,0,seguir,0
90,2.8126494300918767,3.2370599409670175,-1.748557324850883,0.6473294968293102,1.8,4.000000000000001,54,3.8441170659763655,0,seguir,0
91,2.791737400665506,3.1206604043664763,-1.478557324850883,0.7884207871308357,1.8,4.000000000000001,54,3.992585432138927,0,seguir,0
92,2.804442947255604,2.983305350684818,-1.208557324850883,0.9196096197371364,1.8,4.000000000000001,54,4.134033280832066,0,seguir,0
93,2.8598467297259655,2.8371062740185113,-0.938557324850883,1.0422997890371262,1.8,4.000000000000001,54,4.160989559467323,0,seguir,0
94,2.9624929609552213,2.6969843915675114,-0.6685573248508829,1.1579750664592954,1.8,4.000000000000001,54,4.177955884813862,0,seguir,0
95,3.1117423343680692,2.5790910190573237,-0.3985573248508829,1.2679681514744328,1.8,3.800000000000001,54,4.30936532225388,0,seguir,0
96,3.301605349323278,2.499140900558561,-0.1285573248508829,1.3733978285154773,1.8,3.600000000000001,54,4.197794621663206,0,seguir,0
97,3.521057180344767,2.4707723053087736,0.14144267514911713,1.475185612956031,1.8,3.600000000000001,54,4.4912157235473815,0,seguir,0
98,3.7548153648883567,2.504057956131625,0.39231407471851476,1.5741074845669156,1.672475997129319,3.600000000000001,54,4.465266200381652,0,seguir,0
99,3.8102569728779656,2.526997618368165,0.6623140747185148,0.4,1.8,3.600000000000001,54,3.6911822666418983,0,seguir,0
100,3.858579832911384,2.5646807280087685,0.9323140747185148,0.4085266510547447,1.8,3.600000000000001,54,3.574150661481827,0,seguir,0
101,3.908931896062705,2.6325235189305043,1.2023140747185153,0.5632435645889688,1.8,3.600000000000001,54,3.731030098958597,0,seguir,0
102,3.947061534388523,2.731274748272627,1.4723140747185148,0.7057123939030425,1.8,3.400000000000001,54,3.883383264855398,0,seguir,0
103,3.9593973115056347,2.856128419793476,1.7423140747185144,0.8364106032942622,1.8,3.600000000000001,54,3.920032124807883,0,seguir,0
104,3.934901120436756,2.99754530825184,2.012314074718514,0.9568187966875428,1.8,3.600000000000001,54,4.065587487411196,0,seguir,0
105,3.866407715884852,3.1424631866548522,2.2823140747185136,1.0685928015217232,1.8,3.2000000000000006,54,4.172177015770393,0,seguir,0
106,3.7514990699709148,3.2757414165685237,2.552314074718513,1.173164447593603,1.8,3.0000000000000004,54,4.196525469051635,0,seguir,0
107,3.5929287493697513,3.3817474696828294,2.8223140747185127,1.2716014377753715,1.8,3.2000000000000006,54,4.2780085738649385,0,seguir,0
108,3.3985881502432096,3.4459943242166906,3.0923140747185123,1.3645663012491593,1.8,3.800000000000001,54,4.348603486714862,0,seguir,0
109,3.1810120040982506,3.4567248548308687,-2.9208712324610744,1.452270615408918,1.8,3.600000000000001,54,4.4031470561154995,0,seguir,0
110,3.122467618502384,3.443588838874634,-2.6508712324610744,0.4,1.8,3.600000000000001,54,3.6431701583246365,0,seguir,0
111,3.0695480319278388,3.4153131009217663,-2.3808712324610743,0.4,1.8,3.400000000000001,54,3.688229250660633,0,seguir,0
112,3.021019738852092,3.3691226328549866,-2.1108712324610743,0.4466445053743042,1.8,4.200000000000001,54,3.694935505936156,0,seguir,0
113,2.9747426059293347,3.29193379970532,-1.8408712324610743,0.5999884811693426,1.8,3.800000000000001,54,3.6853494354528893,0,seguir,0
114,2.9450572078867845,3.184703887854374,-1.5708712324610743,0.7417539829502111,1.8,3.600000000000001,54,3.7655789761434346,0,seguir,0
115,2.945047403579099,3.0538151558344766,-1.3008712324610743,0.8725915492473095,1.8,4.000000000000001,54,3.9193381800215428,0,seguir,0
116,2.984804090773406,2.9101219101312155,-1.0308712324610743,0.99394484616499,1.8,4.000000000000001,54,3.9976057479113773,0,seguir,0
117,3.0701948869245705,2.7676442958524485,-0.7608712324610742,1.107378458600888,1.8,4.000000000000001,54,4.163029966383502,0,seguir,0
118,3.202106496587218,2.642049787734091,-0.4908712324610742,1.2142606938340506,1.8,3.800000000000001,54,4.2638204315772255,0,seguir,0
119,3.3761526342457318,2.549020775191324,-0.2208712324610742,1.3156570848148434,1.8,3.800000000000001,54,4.3616070806213285,0,seguir,0
120,3.582852440347534,2.5026095584521424,0.04912876753892581,1.4123079752539651,1.8,3.800000000000001,54,4.407208719548527,0,seguir,0
121,3.808271580112427,2.513693041567537,0.31912876753892583,1.5046096898134775,1.8,3.600000000000001,54,4.35346758273556,0,seguir,0
122,3.865242127215821,2.532517407765101,0.5891287675389258,0.4,1.8,3.600000000000001,54,3.685837499525139,0,seguir,0
123,3.9151276322234807,2.565855619926684,0.8591287675389259,0.4,1.8,3.800000000000001,54,3.707780238237014,0,seguir,0
124,3.9658080053556275,2.624620081030634,1.1291287675389263,0.5173334239540848,1.8,3.400000000000001,54,3.752576336119061,0,seguir,0
125,4.008435092823906,2.714775219612624,1.399128767538926,0.6648313937889692,1.8,3.600000000000001,54,3.8993182650240166,0,seguir,0
126,4.028951452708381,2.833111063433111,1.6691287675389255,0.8006745199619292,1.8,3.800000000000001,54,3.9645669184571375,0,seguir,0
127,4.015314564987381,2.971345265164924,1.939128767538925,0.9260347782081231,1.8,3.2000000000000006,54,4.0681173139528966,0,seguir,0
128,3.959009933154209,3.1172326049550434,2.2091287675389246,1.0425039829800133,1.8,3.0000000000000004,54,4.090702639813149,0,seguir,0
129,3.8560825618918035,3.2559571387250212,2.479128767538924,1.1515890475471378,1.8,3.2000000000000006,54,4.153817227501429,0,seguir,0
130,3.707709378491572,3.371697193175974,2.7491287675389238,1.2545094084342865,1.8,3.600000000000001,54,4.192067762378258,0,seguir,0
131,3.5203089881380993,3.449269343523145,3.0191287675389233,1.3521397826181212,1.8,3.400000000000001,54,4.269017067282477,0,seguir,0
132,3.305183937584591,3.4757468905498494,-2.9940565396406633,1.4449890099113163,1.8,3.2000000000000006,54,4.360400765976091,0,seguir,0
133,3.0777113420894184,3.441940826642597,-2.7240565396406633,1.533139577007646,1.8,3.2000000000000006,54,4.5504494737478165,0,seguir,0
134,3.0228658915076587,3.4176102584107664,-2.4540565396406633,0.4,1.8,4.000000000000001,54,3.6052092853668056,0,seguir,0
135,2.9762389823139053,3.379320134829908,-2.1840565396406633,0.40222725609618215,1.8,4.000000000000001,54,3.6034446590395235,0,seguir,0
136,2.9279567534928828,3.310716252589808,-1.9140565396406632,0.5592719981602707,1.8,3.600000000000001,54,3.7796776410863724,0,seguir,0
137,2.892356157521043,3.211108891832688,-1.6440565396406632,0.7051880364066565,1.8,4.000000000000001,54,3.8360793699997253,0,seguir,0
138,2.883131763757712,3.085421497860798,-1.3740565396406632,0.8401695713431512,1.8,4.000000000000001,54,3.880141944957166,0,seguir,0
139,2.9114398678958415,2.943396733606458,-1.1040565396406632,0.965456309418183,1.8,3.800000000000001,54,4.109631807189273,0,seguir,0
140,2.9845106612207046,2.798377946297984,-0.8340565396406632,1.08258516748969,1.8,4.000000000000001,54,4.0937751613611395,0,seguir,0
141,3.104742432357164,2.6658369464349705,-0.5640565396406632,1.1929942802377043,1.8,4.000000000000001,54,4.19971355854155,0,seguir,0
142,3.2692660494862333,2.561756838201607,-0.29405653964066314,1.297873295015969,1.8,3.800000000000001,54,4.330232430845489,0,seguir,0
143,3.4699839012095954,2.5009722588132224,-0.02405653964066312,1.3981324224656024,1.8,3.600000000000001,54,4.404193347028013,0,seguir,0
144,3.6940801039546023,2.4955802394371616,0.2459434603593369,1.4944070835794978,1.8,3.600000000000001,54,4.427490397611328,0,seguir,0
145,3.9249734395679656,2.553540318596147,0.489193316820407,1.5870462180034843,1.6216657097404685,3.600000000000001,54,4.402532193822394,0,seguir,0
146,3.9779361726163565,2.581735156918877,0.759193316820407,0.4,1.8,3.400000000000001,54,3.6416765442689503,0,seguir,0
147,4.02669836356623,2.628006440070338,1.0291933168204075,0.4481459539388484,1.8,3.600000000000001,54,3.7282029784404225,0,seguir,0
148,4.0732452127187,2.7053768189228764,1.299193316820407,0.6019518138636135,1.8,3.800000000000001,54,3.847769118764999,0,seguir,0
149,4.10320304466431,2.8129512471759806,1.5691933168204066,0.7444529478113797,1.8,3.2000000000000006,54,3.912344755254598,0,seguir,0
150,4.103413740730118,2.944388910502613,1.8391933168204062,0.8762522146707736,1.8,3.2000000000000006,54,3.9823417312490967,0,seguir,0
151,4.063685667729868,3.0888372404632243,2.109193316820406,0.9987467660962306,1.8,3.400000000000001,54,4.022625496431666,0,seguir,0
152,3.9780435662851574,3.2322306468497235,2.3791933168204054,1.1134778056958883,1.8,3.400000000000001,54,4.192115430646124,0,seguir,0
153,3.8455041696498076,3.3588095750958864,2.649193316820405,1.2218186214984774,1.8,3.0000000000000004,54,4.285416075456277,0,seguir,0
154,3.6703826508893718,3.4527577267179934,2.9191933168204045,1.3248698305229345,1.8,2.8000000000000003,54,4.352725753957494,0,seguir,0
155,3.4621248142820167,3.4998531738702674,-3.093991990359182,1.4234435187772005,1.8,3.0000000000000004,54,4.421761614843593,0,seguir,0
156,3.234673291951104,3.4890181458990583,-2.823991990359182,1.5180629886183041,1.8,3.600000000000001,54,4.410501929373062,0,seguir,0
157,3.0054044555126946,3.4136509024847537,-2.593630032087537,1.6089253935012138,1.5357463884776323,3.800000000000001,54,4.424004612778353,0,seguir,0
158,2.954189195692621,3.382393948673444,-2.323630032087537,0.4,1.8,3.600000000000001,54,3.6946671247572938,0,seguir,0
159,2.905742576781133,3.3306846533109415,-2.053630032087537,0.47238995712541687,1.8,4.000000000000001,54,3.743950557710251,0,seguir,0
160,2.8621972132781037,3.2476173597248383,-1.7836300320875371,0.6252599084942665,1.8,4.000000000000001,54,3.7366584035935917,0,seguir,0
161,2.837889773619192,3.135138470154046,-1.513630032087537,0.7671694647454266,1.8,3.800000000000001,54,3.970124351157062,0,seguir,0
162,2.8455929615737854,3.0005347694297186,-1.243630032087537,0.8988262804185387,1.8,4.000000000000001,54,4.023449702238204,0,seguir,0
163,2.8948394831536834,2.855419654060731,-0.9736300320875371,1.0216243405321417,1.8,4.000000000000001,54,4.0951397777598535,0,seguir,0
164,2.990745914708801,2.7143776406927076,-0.703630032087537,1.1370701756618407,1.8,4.000000000000001,54,4.101555267821921,0,seguir,0
165,3.1333157854756046,2.5934052809536654,-0.43363003208753703,1.2465147834626342,1.8,3.800000000000001,54,4.355626173054231,0,seguir,0
166,3.317219477444127,2.50825384077586,-0.16363003208753701,1.3510709444981046,1.8,3.600000000000001,54,4.250841557865977,0,seguir,0
167,3.532053129548089,2.4727834662911943,0.106369967912463,1.4516143586811459,1.8,3.600000000000001,54,4.257899172004931,0,seguir,0
168,3.7630616981882383,2.4974489369696955,0.3721422676906303,1.5488109307029723,1.7718153318544483,3.600000000000001,54,4.517879913847245,0,seguir,0
169,3.8189547299746214,2.5192656506939564,0.6421422676906303,0.4,1.8,3.600000000000001,54,3.694383383394201,0,seguir,0
170,3.86700360392449,2.5552003931050216,0.9121422676906299,0.4,1.8,3.600000000000001,54,3.655807011852468,0,seguir,0
171,3.917956529715105,2.6210352562149373,1.1821422676906295,0.5549946885561763,1.8,3.600000000000001,54,3.819982466666599,0,seguir,0
172,3.957652650298854,2.717977440236441,1.452142267690629,0.6983653622649779,1.8,3.400000000000001,54,3.8203992956087287,0,seguir,0
173,3.9723897777830897,2.8415964913517633,1.7221422676906286,0.8299625888527027,1.8,3.800000000000001,54,3.909795594816686,0,seguir,0
174,3.9508776154750205,2.9826485816838164,1.9921422676906282,0.9512206266852983,1.8,3.600000000000001,54,4.038412664473384,0,seguir,0
175,3.8856158217874297,3.128261163307573,2.2621422676906278,1.063790406308328,1.8,3.0000000000000004,54,4.072594303996245,0,seguir,0
176,3.7738055466091396,3.2633627669568295,2.5321422676906273,1.169120865228717,1.8,3.0000000000000004,54,4.088623042971965,0,seguir,0
177,3.617810688528113,3.3722629462589664,2.802142267690627,1.2683084938392397,1.8,3.400000000000001,54,4.290754503128751,0,seguir,0
178,3.4251608150721893,3.440291201980707,3.0721422676906265,1.362054287042202,1.8,3.600000000000001,54,4.455456272119332,0,seguir,0
179,3.208091904283977,3.4553910066567735,-2.94104303948896,1.4506231018586644,1.8,3.600000000000001,54,4.389790864863781,0,seguir,0
180,3.1492944699827365,3.4434385291064356,-2.67104303948896,0.4,1.8,3.400000000000001,54,3.665272220362521,0,seguir,0
181,3.0958153155312083,3.4162359549791663,-2.40104303948896,0.4,1.8,3.600000000000001,54,3.6116594718541655,0,seguir,0
182,3.047818609686647,3.3723622676964524,-2.13104303948896,0.4335170998914042,1.8,4.000000000000001,54,3.5788037029997657,0,seguir,0
183,3.0009874647629973,3.297706366265237,-1.86104303948896,0.5875243636883765,1.8,3.800000000000001,54,3.7725181149456146,0,seguir,0
184,2.9696572590457078,3.1928113296278737,-1.59104303948896,0.7298264786597939,1.8,3.600000000000001,54,3.9860749733199774,0,seguir,0
185,2.9670425849460025,3.063688303475198,-1.32104303948896,0.8609966422304469,1.8,4.000000000000001,54,3.9959355255328894,0,seguir,0
186,3.003467421409892,2.9208901251111574,-1.05104303948896,0.9824705470396644,1.8,3.800000000000001,54,4.055396955864385,0,seguir,0
187,3.085106764778957,2.7782224354107563,-0.78104303948896,1.0958315375434116,1.8,4.000000000000001,54,4.201837840615379,0,seguir,0
188,3.213201977799639,2.6512381323128786,-0.51104303948896,1.2024677742425722,1.8,3.800000000000001,54,4.380288008183701,0,seguir,0
189,3.3837396778960223,2.555612714731482,-0.24104303948896,1.3034540036513325,1.8,3.800000000000001,54,4.233263958008041,0,seguir,0
190,3.5875990446011805,2.5054994978847853,0.02895696051104002,1.3995233457804648,1.8,3.600000000000001,54,4.418115773498721,0,seguir,0
191,3.8111616614240353,2.5119750017683935,0.29895696051104004,1.4910425255315576,1.8,3.600000000000001,54,4.422452870670226,0,seguir,0
192,3.8685003139427248,2.52964641731274,0.56895696051104,0.4,1.8,3.600000000000001,54,3.6298148465287783,0,seguir,0
193,3.9190481164206057,2.561971634476081,0.8389569605110401,0.4,1.8,3.600000000000001,54,3.584749302528857,0,seguir,0
194,3.9697987668277466,2.61847202021086,1.1089569605110405,0.5063122490640488,1.8,3.400000000000001,54,3.855457158967823,0,seguir,0
195,4.013563847161958,2.706399306951627,1.37895696051104,0.6547803706503619,1.8,3.800000000000001,54,3.790346984005824,0,seguir,0
196,4.036203101239444,2.822959556578929,1.6489569605110397,0.7915898943368183,1.8,3.600000000000001,54,4.016504931256512,0,seguir,0
197,4.025453191884956,2.9602154771317273,1.9189569605110393,0.9178416294746607,1.8,3.2000000000000006,54,4.0216944552268465,0,seguir,0
198,3.9724809339208824,3.1061665005313,2.188956960511039,1.0351116170667023,1.8,3.2000000000000006,54,4.158001774091985,0,seguir,0
199,3.8729523586366397,3.246123697187449,2.4589569605110384,1.1449202629966897,1.8,3.400000000000001,54,4.340134951753285,0,seguir,0
200,3.7276417257713033,3.364265594736859,2.728956960511038,1.2485135691924916,1.8,3.400000000000001,54,4.309509330536838,0,seguir,0
201,3.542577881539704,3.44528069633168,2.9989569605110376,1.346799880015122,1.8,3.2000000000000006,54,4.309685993250561,0,seguir,0
202,3.32872237526702,3.4759926855987313,-3.014228346668549,1.4403302684204902,1.8,3.2000000000000006,54,4.352580570869819,0,seguir,0
203,3.101193278821018,3.44685588009884,-2.744228346668549,1.5292473553901178,1.8,3.2000000000000006,54,4.505757550171493,0,seguir,0
204,3.0458682279732128,3.423636518594101,-2.474228346668549,0.4,1.8,4.200000000000001,54,3.6701031912166893,0,seguir,0
205,2.998740887779291,3.3865014434461176,-2.204228346668549,0.4,1.8,3.800000000000001,54,3.7405170702015007,0,seguir,0
